Year_x,Player,Tm,Pos,Age,G,GS,MP,PER,AST,TOV,STL,BLK,TRB,PTS,FG%,PPG,MPG,PACE,height_x,weight_x,HeightxWeight,year_start,year_end,career
2009,Ronnie Brewer,UTA,SF,23.0,81.0,80.0,2605.0,16.1,179.0,110.0,138.0,30.0,300.0,1111.0,0.508,13.716049382716047,32.16049382716049,94.5,193.0,81.0,15633.0,2007,2014,3
2010,Ronnie Brewer,UTA,SG,24.0,53.0,53.0,1662.0,12.8,151.0,51.0,85.0,15.0,180.0,501.0,0.495,9.452830188679245,31.358490566037737,94.68,193.0,81.0,15633.0,2007,2014,4
2014,Ronnie Brewer,HOU,SF,28.0,23.0,3.0,158.0,3.5,10.0,2.0,6.0,1.0,14.0,7.0,0.2,0.3043478260869565,6.869565217391305,97.3,193.0,81.0,15633.0,2007,2014,8
2013,Ronnie Brewer,NYK,SF,27.0,46.0,34.0,711.0,10.2,40.0,14.0,34.0,6.0,100.0,166.0,0.366,3.608695652173913,15.456521739130435,90.69,193.0,81.0,15633.0,2007,2014,7
2011,Ronnie Brewer,CHI,SG,25.0,81.0,1.0,1781.0,13.8,140.0,55.0,106.0,22.0,262.0,503.0,0.48,6.209876543209878,21.987654320987655,91.23,193.0,81.0,15633.0,2007,2014,5
2012,Ronnie Brewer,CHI,SG,26.0,66.0,43.0,1635.0,12.3,137.0,59.0,72.0,21.0,231.0,455.0,0.4270000000000001,6.893939393939394,24.772727272727273,90.0,193.0,81.0,15633.0,2007,2014,6
2007,Dee Brown,UTA,PG,22.0,49.0,0.0,450.0,8.6,83.0,31.0,22.0,7.0,40.0,94.0,0.327,1.9183673469387756,9.183673469387756,92.84,185.0,72.0,13320.0,1991,2002,17
2007,Dee Brown,UTA,PG,22.0,49.0,0.0,450.0,8.6,83.0,31.0,22.0,7.0,40.0,94.0,0.327,1.9183673469387756,9.183673469387756,92.84,185.0,72.0,13320.0,2007,2009,1
1997,Dee Brown,BOS,PG,28.0,21.0,2.0,522.0,11.3,67.0,24.0,31.0,7.0,48.0,160.0,0.3670000000000001,7.6190476190476195,24.857142857142854,96.82,185.0,72.0,13320.0,1991,2002,7
1998,Dee Brown,BOS,SG,29.0,41.0,10.0,811.0,11.4,53.0,32.0,44.0,6.0,62.0,280.0,0.4270000000000001,6.829268292682928,19.780487804878053,94.92,185.0,72.0,13320.0,1991,2002,8
1998,Dee Brown,TOR,SG,29.0,31.0,2.0,908.0,16.8,101.0,41.0,38.0,17.0,90.0,378.0,0.446,12.193548387096774,29.29032258064516,94.4,185.0,72.0,13320.0,1991,2002,8
1999,Dee Brown,TOR,PG,30.0,49.0,0.0,1377.0,13.9,143.0,80.0,56.0,8.0,103.0,549.0,0.378,11.20408163265306,28.102040816326532,90.69,185.0,72.0,13320.0,1991,2002,9
2000,Dee Brown,TOR,PG,31.0,38.0,12.0,673.0,11.8,86.0,39.0,24.0,5.0,54.0,264.0,0.36,6.947368421052633,17.710526315789473,94.33,185.0,72.0,13320.0,1991,2002,10
2007,Derek Fisher,UTA,SG,32.0,82.0,61.0,2287.0,11.4,274.0,120.0,83.0,6.0,149.0,826.0,0.382,10.073170731707316,27.89024390243902,92.84,185.0,90.0,16650.0,1997,2014,11
2005,Derek Fisher,GSW,PG,30.0,74.0,32.0,2222.0,13.4,301.0,129.0,76.0,4.0,218.0,877.0,0.393,11.851351351351349,30.02702702702703,94.49,185.0,90.0,16650.0,1997,2014,9
2006,Derek Fisher,GSW,PG,31.0,82.0,36.0,2589.0,14.8,352.0,156.0,125.0,8.0,211.0,1089.0,0.41,13.280487804878051,31.57317073170732,94.45,185.0,90.0,16650.0,1997,2014,10
1997,Derek Fisher,LAL,PG,22.0,80.0,3.0,921.0,11.0,119.0,71.0,41.0,5.0,97.0,309.0,0.397,3.8625,11.5125,92.65,185.0,90.0,16650.0,1997,2014,1
1998,Derek Fisher,LAL,PG,23.0,82.0,36.0,1760.0,12.9,333.0,119.0,75.0,5.0,193.0,474.0,0.434,5.780487804878049,21.463414634146346,94.87,185.0,90.0,16650.0,1997,2014,2
1999,Derek Fisher,LAL,PG,24.0,50.0,21.0,1131.0,12.1,197.0,77.0,61.0,1.0,91.0,296.0,0.376,5.92,22.62,92.97,185.0,90.0,16650.0,1997,2014,3
2000,Derek Fisher,LAL,PG,25.0,78.0,22.0,1803.0,9.6,216.0,75.0,80.0,3.0,143.0,491.0,0.34600000000000003,6.294871794871796,23.115384615384613,95.04,185.0,90.0,16650.0,1997,2014,4
2002,Derek Fisher,LAL,PG,27.0,70.0,35.0,1974.0,14.0,181.0,62.0,66.0,9.0,146.0,786.0,0.411,11.228571428571426,28.2,93.35,185.0,90.0,16650.0,1997,2014,6
2003,Derek Fisher,LAL,PG,28.0,82.0,82.0,2829.0,11.9,298.0,94.0,93.0,15.0,239.0,863.0,0.4370000000000001,10.524390243902438,34.5,93.79,185.0,90.0,16650.0,1997,2014,7
2004,Derek Fisher,LAL,SG,29.0,82.0,3.0,1769.0,11.5,187.0,79.0,103.0,4.0,152.0,580.0,0.35200000000000004,7.073170731707318,21.57317073170732,93.41,185.0,90.0,16650.0,1997,2014,8
2008,Derek Fisher,LAL,PG,33.0,82.0,82.0,2249.0,13.8,239.0,90.0,86.0,3.0,170.0,956.0,0.436,11.658536585365852,27.42682926829268,96.72,185.0,90.0,16650.0,1997,2014,12
2009,Derek Fisher,LAL,PG,34.0,82.0,82.0,2441.0,12.1,261.0,72.0,95.0,6.0,188.0,814.0,0.424,9.926829268292684,29.768292682926827,95.5,185.0,90.0,16650.0,1997,2014,13
2010,Derek Fisher,LAL,PG,35.0,82.0,82.0,2227.0,9.3,201.0,78.0,90.0,9.0,170.0,615.0,0.38,7.5,27.15853658536585,93.76,185.0,90.0,16650.0,1997,2014,14
2011,Derek Fisher,LAL,PG,36.0,82.0,82.0,2297.0,8.9,224.0,70.0,99.0,8.0,152.0,558.0,0.389,6.804878048780488,28.01219512195122,91.79,185.0,90.0,16650.0,1997,2014,15
2012,Derek Fisher,LAL,PG,37.0,43.0,43.0,1101.0,8.8,142.0,58.0,40.0,3.0,92.0,252.0,0.383,5.8604651162790695,25.6046511627907,91.74,185.0,90.0,16650.0,1997,2014,16
2013,Derek Fisher,OKC,SG,38.0,24.0,0.0,346.0,7.0,16.0,12.0,14.0,1.0,22.0,98.0,0.333,4.083333333333333,14.416666666666664,94.6,185.0,90.0,16650.0,1997,2014,17
2014,Derek Fisher,OKC,SG,39.0,81.0,0.0,1428.0,10.1,117.0,49.0,70.0,3.0,122.0,425.0,0.391,5.246913580246914,17.62962962962963,96.34,185.0,90.0,16650.0,1997,2014,18
2007,Paul Millsap,UTA,PF,21.0,82.0,1.0,1472.0,17.6,62.0,94.0,67.0,74.0,423.0,559.0,0.525,6.817073170731707,17.951219512195124,92.84,203.0,111.0,22533.0,2007,2018,1
2008,Paul Millsap,UTA,PF,22.0,82.0,2.0,1702.0,16.1,81.0,87.0,72.0,73.0,460.0,661.0,0.504,8.060975609756097,20.756097560975608,94.64,203.0,111.0,22533.0,2007,2018,2
2009,Paul Millsap,UTA,PF,23.0,76.0,38.0,2290.0,18.6,138.0,129.0,78.0,73.0,654.0,1028.0,0.534,13.526315789473687,30.13157894736842,94.5,203.0,111.0,22533.0,2007,2018,3
2010,Paul Millsap,UTA,PF,24.0,82.0,8.0,2277.0,16.7,131.0,116.0,64.0,99.0,559.0,954.0,0.5379999999999999,11.634146341463413,27.768292682926827,94.68,203.0,111.0,22533.0,2007,2018,4
2011,Paul Millsap,UTA,PF,25.0,76.0,76.0,2605.0,19.8,187.0,145.0,103.0,69.0,579.0,1315.0,0.531,17.30263157894737,34.276315789473685,92.05,203.0,111.0,22533.0,2007,2018,5
2012,Paul Millsap,UTA,PF,26.0,64.0,62.0,2100.0,21.8,150.0,112.0,118.0,52.0,563.0,1061.0,0.495,16.578125,32.8125,92.55,203.0,111.0,22533.0,2007,2018,6
2013,Paul Millsap,UTA,PF,27.0,78.0,78.0,2375.0,19.8,201.0,138.0,102.0,80.0,554.0,1135.0,0.49,14.551282051282053,30.448717948717945,92.08,203.0,111.0,22533.0,2007,2018,7
2014,Paul Millsap,ATL,PF,28.0,74.0,73.0,2482.0,19.8,232.0,185.0,129.0,78.0,627.0,1328.0,0.461,17.94594594594595,33.54054054054054,95.43,203.0,111.0,22533.0,2007,2018,8
2015,Paul Millsap,ATL,PF,29.0,73.0,73.0,2390.0,20.0,223.0,166.0,130.0,69.0,570.0,1218.0,0.476,16.684931506849313,32.73972602739726,94.66,203.0,111.0,22533.0,2007,2018,9
2016,Paul Millsap,ATL,PF,30.0,81.0,81.0,2647.0,21.3,265.0,191.0,147.0,139.0,732.0,1385.0,0.47,17.098765432098766,32.67901234567901,96.69,203.0,111.0,22533.0,2007,2018,10
2017,Paul Millsap,ATL,PF,31.0,69.0,67.0,2343.0,17.8,252.0,158.0,90.0,62.0,533.0,1246.0,0.442,18.057971014492754,33.95652173913044,97.97,203.0,111.0,22533.0,2007,2018,11
2008,Kyle Korver,UTA,SG,26.0,50.0,0.0,1075.0,14.2,68.0,47.0,22.0,23.0,99.0,491.0,0.474,9.82,21.5,94.64,201.0,96.0,19296.0,2004,2018,5
2009,Kyle Korver,UTA,SF,27.0,78.0,2.0,1874.0,12.1,137.0,90.0,47.0,30.0,258.0,705.0,0.438,9.038461538461537,24.025641025641022,94.5,201.0,96.0,19296.0,2004,2018,6
2010,Kyle Korver,UTA,SG,28.0,52.0,0.0,952.0,13.9,89.0,42.0,26.0,12.0,111.0,374.0,0.493,7.1923076923076925,18.30769230769231,94.68,201.0,96.0,19296.0,2004,2018,7
2013,Kyle Korver,ATL,SF,31.0,74.0,60.0,2259.0,13.9,146.0,70.0,70.0,37.0,293.0,810.0,0.461,10.945945945945946,30.52702702702703,93.58,201.0,96.0,19296.0,2004,2018,10
2014,Kyle Korver,ATL,SG,32.0,71.0,71.0,2408.0,13.5,208.0,102.0,70.0,24.0,282.0,850.0,0.475,11.971830985915492,33.91549295774648,95.43,201.0,96.0,19296.0,2004,2018,11
2015,Kyle Korver,ATL,SG,33.0,75.0,75.0,2418.0,14.8,196.0,107.0,52.0,42.0,304.0,911.0,0.487,12.146666666666668,32.24,94.66,201.0,96.0,19296.0,2004,2018,12
2016,Kyle Korver,ATL,SG,34.0,80.0,80.0,2401.0,9.7,164.0,98.0,60.0,35.0,260.0,739.0,0.435,9.2375,30.0125,96.69,201.0,96.0,19296.0,2004,2018,13
2017,Kyle Korver,ATL,SG,35.0,32.0,21.0,894.0,10.9,75.0,40.0,23.0,13.0,90.0,305.0,0.439,9.53125,27.9375,97.97,201.0,96.0,19296.0,2004,2018,14
2004,Kyle Korver,PHI,SF,22.0,74.0,0.0,882.0,10.1,40.0,41.0,25.0,8.0,111.0,330.0,0.35200000000000004,4.45945945945946,11.91891891891892,89.29,201.0,96.0,19296.0,2004,2018,1
2006,Kyle Korver,PHI,SF,24.0,82.0,43.0,2563.0,12.3,163.0,98.0,65.0,26.0,270.0,939.0,0.43,11.451219512195122,31.256097560975608,93.96,201.0,96.0,19296.0,2004,2018,3
2007,Kyle Korver,PHI,SF,25.0,74.0,1.0,2288.0,14.2,105.0,117.0,57.0,20.0,259.0,1067.0,0.44,14.41891891891892,30.91891891891892,91.85,201.0,96.0,19296.0,2004,2018,4
2008,Kyle Korver,PHI,PF,26.0,25.0,0.0,657.0,10.5,33.0,28.0,20.0,6.0,73.0,249.0,0.396,9.96,26.28,91.58,201.0,96.0,19296.0,2004,2018,5
2017,Kyle Korver,CLE,SG,35.0,35.0,1.0,859.0,13.5,35.0,29.0,11.0,8.0,97.0,373.0,0.487,10.657142857142855,24.542857142857148,96.75,201.0,96.0,19296.0,2004,2018,14
2011,Kyle Korver,CHI,SG,29.0,82.0,0.0,1649.0,13.0,124.0,60.0,35.0,20.0,150.0,681.0,0.434,8.304878048780488,20.10975609756097,91.23,201.0,96.0,19296.0,2004,2018,8
2012,Kyle Korver,CHI,SG,30.0,65.0,7.0,1469.0,13.6,112.0,53.0,36.0,15.0,159.0,529.0,0.4320000000000001,8.138461538461538,22.6,90.0,201.0,96.0,19296.0,2004,2018,9
2009,Morris Almond,UTA,SG,23.0,25.0,1.0,255.0,7.3,7.0,16.0,4.0,4.0,36.0,92.0,0.407,3.68,10.2,94.5,198.0,102.0,20196.0,2008,2012,2
2009,Kyrylo Fesenko,UTA,C,22.0,21.0,1.0,156.0,13.0,4.0,9.0,7.0,15.0,37.0,49.0,0.583,2.333333333333333,7.428571428571429,94.5,216.0,130.0,28080.0,2008,2012,2
2010,Kyrylo Fesenko,UTA,C,23.0,49.0,5.0,408.0,9.7,15.0,24.0,6.0,19.0,90.0,128.0,0.547,2.6122448979591835,8.326530612244897,94.68,216.0,130.0,28080.0,2008,2012,3
2011,Kyrylo Fesenko,UTA,C,24.0,53.0,1.0,456.0,5.8,18.0,25.0,4.0,16.0,108.0,106.0,0.44,2.0,8.60377358490566,92.05,216.0,130.0,28080.0,2008,2012,4
2010,Sundiata Gaines,UTA,PG,23.0,32.0,0.0,217.0,17.3,39.0,14.0,12.0,0.0,29.0,106.0,0.463,3.3125,6.78125,94.68,185.0,83.0,15355.0,2010,2012,1
2012,Sundiata Gaines,NJN,SG,25.0,57.0,12.0,793.0,15.0,126.0,52.0,55.0,2.0,108.0,291.0,0.376,5.105263157894737,13.912280701754383,91.27,185.0,83.0,15355.0,2010,2012,3
2011,Jeremy Evans,UTA,SF,23.0,49.0,3.0,463.0,18.8,24.0,19.0,17.0,17.0,97.0,178.0,0.6609999999999999,3.6326530612244903,9.448979591836734,92.05,206.0,90.0,18540.0,2011,2016,1
2012,Jeremy Evans,UTA,SF,24.0,29.0,0.0,217.0,19.6,13.0,5.0,6.0,24.0,50.0,62.0,0.643,2.1379310344827585,7.482758620689656,92.55,206.0,90.0,18540.0,2011,2016,2
2013,Jeremy Evans,UTA,PF,25.0,37.0,0.0,215.0,19.9,11.0,8.0,8.0,13.0,58.0,75.0,0.614,2.0270270270270268,5.8108108108108105,92.08,206.0,90.0,18540.0,2011,2016,3
2014,Jeremy Evans,UTA,SF,26.0,66.0,4.0,1209.0,16.2,44.0,40.0,42.0,46.0,310.0,401.0,0.527,6.075757575757576,18.318181818181817,92.34,206.0,90.0,18540.0,2011,2016,4
2015,Jeremy Evans,UTA,SF,27.0,38.0,0.0,266.0,20.5,13.0,5.0,11.0,12.0,71.0,90.0,0.552,2.3684210526315788,7.0,91.1,206.0,90.0,18540.0,2011,2016,5
2016,Jeremy Evans,DAL,SF,28.0,30.0,2.0,251.0,12.6,2.0,7.0,6.0,9.0,54.0,71.0,0.542,2.3666666666666667,8.366666666666667,95.38,206.0,90.0,18540.0,2011,2016,6
2011,Derrick Favors,UTA,PF,19.0,22.0,4.0,444.0,16.8,18.0,21.0,11.0,27.0,115.0,180.0,0.529,8.181818181818182,20.181818181818183,92.05,208.0,120.0,24960.0,2011,2018,1
2012,Derrick Favors,UTA,PF,20.0,65.0,9.0,1376.0,17.1,43.0,103.0,38.0,65.0,425.0,570.0,0.499,8.76923076923077,21.16923076923077,92.55,208.0,120.0,24960.0,2011,2018,2
2013,Derrick Favors,UTA,PF,21.0,77.0,8.0,1787.0,17.5,75.0,129.0,67.0,130.0,546.0,727.0,0.482,9.441558441558444,23.20779220779221,92.08,208.0,120.0,24960.0,2011,2018,3
2014,Derrick Favors,UTA,PF,22.0,73.0,73.0,2201.0,19.0,91.0,129.0,75.0,108.0,637.0,970.0,0.522,13.287671232876713,30.150684931506852,92.34,208.0,120.0,24960.0,2011,2018,4
2015,Derrick Favors,UTA,PF,23.0,74.0,74.0,2280.0,21.8,112.0,121.0,60.0,123.0,607.0,1187.0,0.525,16.04054054054054,30.81081081081081,91.1,208.0,120.0,24960.0,2011,2018,5
2016,Derrick Favors,UTA,PF,24.0,62.0,59.0,1983.0,21.6,94.0,104.0,74.0,91.0,503.0,1016.0,0.515,16.387096774193548,31.983870967741932,91.7,208.0,120.0,24960.0,2011,2018,6
2017,Derrick Favors,UTA,PF,25.0,50.0,39.0,1186.0,15.8,56.0,60.0,45.0,40.0,305.0,476.0,0.487,9.52,23.72,92.11,208.0,120.0,24960.0,2011,2018,7
2011,Derrick Favors,NJN,PF,19.0,56.0,23.0,1091.0,12.6,21.0,56.0,18.0,41.0,297.0,353.0,0.511,6.303571428571429,19.482142857142858,90.74,208.0,120.0,24960.0,2011,2018,1
2011,Gordon Hayward,UTA,SF,20.0,72.0,17.0,1218.0,10.7,81.0,70.0,30.0,19.0,139.0,388.0,0.485,5.388888888888888,16.916666666666668,92.05,203.0,102.0,20706.0,2011,2018,1
2012,Gordon Hayward,UTA,SF,21.0,66.0,58.0,2015.0,15.5,207.0,109.0,53.0,41.0,230.0,782.0,0.456,11.848484848484848,30.53030303030303,92.55,203.0,102.0,20706.0,2011,2018,2
2013,Gordon Hayward,UTA,SF,22.0,72.0,27.0,2104.0,16.8,213.0,120.0,58.0,38.0,225.0,1017.0,0.435,14.125,29.222222222222218,92.08,203.0,102.0,20706.0,2011,2018,3
2014,Gordon Hayward,UTA,SF,23.0,77.0,77.0,2800.0,16.2,400.0,212.0,110.0,40.0,391.0,1248.0,0.413,16.207792207792206,36.36363636363637,92.34,203.0,102.0,20706.0,2011,2018,4
2015,Gordon Hayward,UTA,SF,24.0,76.0,76.0,2618.0,20.2,313.0,206.0,108.0,30.0,373.0,1463.0,0.445,19.25,34.44736842105263,91.1,203.0,102.0,20706.0,2011,2018,5
2016,Gordon Hayward,UTA,SF,25.0,80.0,80.0,2893.0,18.3,296.0,202.0,95.0,27.0,397.0,1578.0,0.433,19.725,36.1625,91.7,203.0,102.0,20706.0,2011,2018,6
2017,Gordon Hayward,UTA,SF,26.0,73.0,73.0,2516.0,22.2,252.0,140.0,73.0,20.0,393.0,1601.0,0.471,21.931506849315067,34.46575342465753,92.11,203.0,102.0,20706.0,2011,2018,7
2012,Alec Burks,UTA,SG,20.0,59.0,0.0,939.0,14.0,55.0,51.0,27.0,5.0,132.0,425.0,0.429,7.203389830508474,15.915254237288135,92.55,198.0,97.0,19206.0,2012,2018,1
2013,Alec Burks,UTA,SG,21.0,64.0,0.0,1137.0,11.5,92.0,74.0,35.0,13.0,145.0,451.0,0.42,7.046875,17.765625,92.08,198.0,97.0,19206.0,2012,2018,2
2014,Alec Burks,UTA,SG,22.0,78.0,12.0,2193.0,15.8,212.0,149.0,69.0,14.0,257.0,1089.0,0.457,13.961538461538463,28.115384615384613,92.34,198.0,97.0,19206.0,2012,2018,3
2015,Alec Burks,UTA,SG,23.0,27.0,27.0,899.0,13.0,82.0,52.0,17.0,5.0,114.0,374.0,0.403,13.851851851851851,33.2962962962963,91.1,198.0,97.0,19206.0,2012,2018,4
2016,Alec Burks,UTA,SG,24.0,31.0,3.0,797.0,14.3,63.0,51.0,18.0,4.0,109.0,412.0,0.41,13.290322580645164,25.70967741935484,91.7,198.0,97.0,19206.0,2012,2018,5
2017,Alec Burks,UTA,SG,25.0,42.0,0.0,653.0,11.6,30.0,35.0,18.0,5.0,120.0,283.0,0.399,6.738095238095237,15.547619047619047,92.11,198.0,97.0,19206.0,2012,2018,6
2012,Devin Harris,UTA,PG,28.0,63.0,63.0,1741.0,16.0,316.0,122.0,64.0,13.0,112.0,715.0,0.445,11.34920634920635,27.63492063492064,92.55,190.0,87.0,16530.0,2005,2018,8
2013,Devin Harris,ATL,SG,29.0,58.0,34.0,1421.0,14.6,197.0,88.0,64.0,13.0,116.0,577.0,0.438,9.948275862068966,24.5,93.58,190.0,87.0,16530.0,2005,2018,9
2008,Devin Harris,NJN,PG,24.0,25.0,22.0,838.0,16.7,163.0,68.0,34.0,8.0,82.0,386.0,0.438,15.44,33.52,92.97,190.0,87.0,16530.0,2005,2018,4
2009,Devin Harris,NJN,PG,25.0,69.0,69.0,2494.0,21.6,476.0,212.0,114.0,13.0,231.0,1470.0,0.438,21.30434782608696,36.14492753623188,91.14,190.0,87.0,16530.0,2005,2018,5
2010,Devin Harris,NJN,PG,26.0,64.0,61.0,2221.0,16.2,423.0,181.0,79.0,18.0,203.0,1080.0,0.403,16.875,34.703125,92.66,190.0,87.0,16530.0,2005,2018,6
2011,Devin Harris,NJN,PG,27.0,54.0,54.0,1724.0,17.6,411.0,158.0,57.0,5.0,129.0,811.0,0.425,15.018518518518519,31.92592592592593,90.74,190.0,87.0,16530.0,2005,2018,7
2006,Devin Harris,DAL,PG,22.0,56.0,4.0,1275.0,17.4,177.0,84.0,53.0,16.0,125.0,554.0,0.469,9.892857142857142,22.767857142857146,89.31,190.0,87.0,16530.0,2005,2018,2
2007,Devin Harris,DAL,PG,23.0,80.0,61.0,2081.0,16.0,296.0,146.0,96.0,21.0,196.0,813.0,0.4920000000000001,10.1625,26.0125,90.69,190.0,87.0,16530.0,2005,2018,3
2008,Devin Harris,DAL,PG,24.0,39.0,39.0,1184.0,18.0,206.0,93.0,56.0,2.0,91.0,560.0,0.483,14.35897435897436,30.35897435897436,91.4,190.0,87.0,16530.0,2005,2018,4
2014,Devin Harris,DAL,PG,30.0,40.0,0.0,818.0,14.6,178.0,59.0,28.0,2.0,85.0,315.0,0.378,7.875,20.45,94.97,190.0,87.0,16530.0,2005,2018,10
2015,Devin Harris,DAL,PG,31.0,76.0,3.0,1685.0,14.8,237.0,85.0,78.0,14.0,135.0,665.0,0.418,8.75,22.171052631578952,96.41,190.0,87.0,16530.0,2005,2018,11
2016,Devin Harris,DAL,PG,32.0,64.0,0.0,1280.0,13.1,118.0,66.0,60.0,13.0,138.0,487.0,0.447,7.609375,20.0,95.38,190.0,87.0,16530.0,2005,2018,12
2017,Devin Harris,DAL,PG,33.0,65.0,0.0,1087.0,13.8,136.0,57.0,43.0,7.0,127.0,437.0,0.399,6.723076923076923,16.723076923076924,93.12,190.0,87.0,16530.0,2005,2018,13
2012,Josh Howard,UTA,SF,31.0,43.0,18.0,991.0,10.5,50.0,53.0,32.0,10.0,158.0,372.0,0.399,8.651162790697674,23.046511627906977,92.55,201.0,95.0,19095.0,2004,2013,9
2004,Josh Howard,DAL,SF,23.0,67.0,29.0,1589.0,15.7,97.0,67.0,69.0,54.0,368.0,575.0,0.43,8.582089552238806,23.71641791044776,94.65,201.0,95.0,19095.0,2004,2013,1
2006,Josh Howard,DAL,SF,25.0,59.0,58.0,1915.0,19.3,111.0,79.0,68.0,26.0,371.0,923.0,0.471,15.64406779661017,32.45762711864407,89.31,201.0,95.0,19095.0,2004,2013,3
2007,Josh Howard,DAL,SF,26.0,70.0,69.0,2455.0,20.0,127.0,123.0,82.0,56.0,475.0,1321.0,0.459,18.87142857142857,35.07142857142857,90.69,201.0,95.0,19095.0,2004,2013,4
2008,Josh Howard,DAL,SF,27.0,76.0,76.0,2757.0,18.3,164.0,114.0,59.0,32.0,532.0,1513.0,0.455,19.907894736842106,36.276315789473685,91.4,201.0,95.0,19095.0,2004,2013,5
2009,Josh Howard,DAL,SF,28.0,52.0,51.0,1663.0,17.0,83.0,89.0,55.0,30.0,263.0,936.0,0.451,18.0,31.98076923076923,92.7,201.0,95.0,19095.0,2004,2013,6
2010,Josh Howard,DAL,SF,29.0,31.0,9.0,827.0,12.0,44.0,43.0,23.0,9.0,112.0,388.0,0.401,12.516129032258064,26.677419354838708,93.63,201.0,95.0,19095.0,2004,2013,7
2012,Enes Kanter,UTA,C,19.0,66.0,0.0,874.0,14.5,8.0,54.0,18.0,23.0,278.0,304.0,0.496,4.606060606060606,13.242424242424242,92.55,211.0,111.0,23421.0,2012,2018,1
2013,Enes Kanter,UTA,C,20.0,70.0,2.0,1078.0,17.6,31.0,101.0,28.0,32.0,304.0,506.0,0.544,7.2285714285714295,15.4,92.08,211.0,111.0,23421.0,2012,2018,2
2014,Enes Kanter,UTA,C,21.0,80.0,37.0,2138.0,15.6,75.0,144.0,28.0,42.0,598.0,987.0,0.491,12.3375,26.725,92.34,211.0,111.0,23421.0,2012,2018,3
2015,Enes Kanter,UTA,C,22.0,49.0,48.0,1326.0,17.5,26.0,93.0,23.0,16.0,384.0,678.0,0.491,13.83673469387755,27.061224489795922,91.1,211.0,111.0,23421.0,2012,2018,4
2015,Enes Kanter,OKC,C,22.0,26.0,26.0,809.0,24.9,29.0,52.0,13.0,13.0,287.0,485.0,0.5660000000000001,18.653846153846157,31.115384615384613,96.64,211.0,111.0,23421.0,2012,2018,4
2016,Enes Kanter,OKC,C,23.0,82.0,1.0,1721.0,24.0,33.0,115.0,26.0,33.0,664.0,1038.0,0.5760000000000001,12.658536585365852,20.98780487804878,97.55,211.0,111.0,23421.0,2012,2018,5
2017,Enes Kanter,OKC,C,24.0,72.0,0.0,1533.0,23.7,67.0,123.0,32.0,38.0,482.0,1033.0,0.545,14.347222222222221,21.291666666666668,98.21,211.0,111.0,23421.0,2012,2018,6
2013,DeMarre Carroll,UTA,SF,26.0,66.0,12.0,1111.0,15.5,61.0,34.0,58.0,24.0,188.0,393.0,0.46,5.954545454545454,16.833333333333332,92.08,203.0,97.0,19691.0,2010,2018,4
2014,DeMarre Carroll,ATL,SF,27.0,73.0,73.0,2341.0,13.9,134.0,79.0,108.0,21.0,403.0,810.0,0.47,11.095890410958905,32.06849315068493,95.43,203.0,97.0,19691.0,2010,2018,5
2015,DeMarre Carroll,ATL,SF,28.0,70.0,69.0,2189.0,15.9,118.0,75.0,94.0,17.0,372.0,883.0,0.487,12.614285714285714,31.271428571428572,94.66,203.0,97.0,19691.0,2010,2018,6
2016,DeMarre Carroll,TOR,SF,29.0,26.0,22.0,786.0,11.9,27.0,28.0,44.0,6.0,122.0,286.0,0.389,11.0,30.23076923076923,93.96,203.0,97.0,19691.0,2010,2018,7
2017,DeMarre Carroll,TOR,SF,30.0,72.0,72.0,1882.0,11.9,74.0,54.0,81.0,27.0,275.0,638.0,0.401,8.861111111111109,26.13888888888889,95.42,203.0,97.0,19691.0,2010,2018,8
2010,DeMarre Carroll,MEM,SF,23.0,71.0,1.0,795.0,8.5,33.0,24.0,28.0,9.0,150.0,209.0,0.396,2.943661971830986,11.197183098591552,94.33,203.0,97.0,19691.0,2010,2018,1
2013,Marvin Williams,UTA,SF,26.0,73.0,51.0,1727.0,10.9,77.0,60.0,37.0,38.0,263.0,529.0,0.423,7.2465753424657535,23.65753424657534,92.08,185.0,89.0,16465.0,2006,2018,8
2014,Marvin Williams,UTA,PF,27.0,66.0,50.0,1674.0,14.0,78.0,53.0,54.0,31.0,334.0,603.0,0.439,9.136363636363637,25.363636363636363,92.34,185.0,89.0,16465.0,2006,2018,9
2006,Marvin Williams,ATL,PF,19.0,79.0,7.0,1952.0,12.2,63.0,83.0,48.0,24.0,383.0,672.0,0.443,8.50632911392405,24.70886075949367,91.79,185.0,89.0,16465.0,2006,2018,1
2007,Marvin Williams,ATL,PF,20.0,64.0,63.0,2179.0,12.2,121.0,127.0,52.0,30.0,337.0,839.0,0.433,13.109375,34.046875,91.01,185.0,89.0,16465.0,2006,2018,2
2008,Marvin Williams,ATL,SF,21.0,80.0,80.0,2765.0,14.5,137.0,127.0,81.0,33.0,457.0,1185.0,0.462,14.8125,34.5625,92.37,185.0,89.0,16465.0,2006,2018,3
2009,Marvin Williams,ATL,SF,22.0,61.0,59.0,2093.0,16.0,81.0,70.0,57.0,39.0,382.0,845.0,0.458,13.852459016393444,34.311475409836056,90.45,185.0,89.0,16465.0,2006,2018,4
2010,Marvin Williams,ATL,SF,23.0,81.0,81.0,2468.0,13.0,93.0,72.0,66.0,46.0,416.0,820.0,0.455,10.123456790123457,30.46913580246914,90.79,185.0,89.0,16465.0,2006,2018,5
